rec_id,business_name,category,cuisine_type,city_metro,neighborhood,country,address,jacks_verdict,sentiment,platform,source_title,source_url,timestamp,publish_date,score_0_10,praise_strength,repeat,best_of_language,superlatives,dishes_called_out,must_order,price_mentioned,price_tier,city_cat_key,covered,notes
JDR-0299,Sushi by Scratch,Restaurant,Japanese omakase,New York City,,United States,,One of the best bites of sushi I've ever had,Positive,YouTube (Short),Trying NYC’s best new omakase 📍Sushi by Scratch PT.1#sushi #omakase #japanesefood #japanesecuisine,https://www.youtube.com/watch?v=Dszwpbe7gKA,,2025-01-13,9,High,Yes,Yes,the best omakase in the entire city,bone marrow torched nigiri; Toro with pineapple and Okinawa brown sugar creme brulee,bone marrow torched nigiri,,,New York City|Restaurant|Japanese omakase,Yes,"Hidden staircase, tasting lounge; multi-Michelin-star Chef Phillip invented the bone marrow nigiri"
JDR-0302,Krispy Pizza,Pizza,Pizza,New York City,,United States,,By absolutely no surprise this is amazing,Positive,YouTube (Short),"Trying Krispy Pizza’s viral buffalo chicken pinwheel 📍Krispy Pizza, NY #pinwheel #pizza #food",https://www.youtube.com/watch?v=heA0ZeKpaD8,,2024-10-21,9,High,No,No,viral buffalo chicken pinwheel,buffalo chicken pinwheel; Philly cheesesteak pinwheel,buffalo chicken pinwheel,$4,$,New York City|Pizza|Pizza,Yes,"Owner Freddy, son Joey created the viral pinwheel; sold out daily for a month"
JDR-0309,Sazón Villa,Street Food,Mexican,New York City,,United States,,One of the best street style burritos I've had outside of Mexico,Positive,YouTube (Short),Trying the best hidden gem Mexican food in NYC 📍Sazón Villa NYC #mexicanfood #nyc #burrito,https://www.youtube.com/watch?v=mTikAc-46pE,,2024-05-15,9,High,No,Yes,the best hidden gem Mexican food in NYC,al pastor cheesy burrito; birria tacos,al pastor cheesy burrito,,,New York City|Street Food|Mexican,Yes,"Owner Juan Carlos from Mexico City, cooking 35 years; food truck"
JDR-0320,Wayla,Restaurant,Thai,New York City,,United States,,If you like Thai food you need to get your ass here,Positive,YouTube (Short),Lobster pad Thai is innovation the excites,https://www.youtube.com/watch?v=J7s4YBvqIDQ,,2022-12-15,9,High,No,No,one of the most popular Thai restaurants in New York,lobster pad Thai; honey glazed ribs; yellow curry; whole fried Chilean sea bass; moo sticky rice,honey glazed ribs,,,New York City|Restaurant|Thai,Yes,Elevated Thai street food inspired by Bangkok markets
JDR-0324,,Pizza,New York pizza,New York City,,United States,,New pizza king of NYC; the Rolls-Royce of pizza,Positive,YouTube (Short),New Pizza King Of NYC #food #pizza #nyc,https://www.youtube.com/watch?v=GiIGddnBSEA,,2022-09-21,9,High,No,Yes,new pizza king of NYC; Rolls-Royce of pizza,Sicilian with fresh parmesan; white fondue pizza with lemon zest; Italian ices,white fondue pizza,,,New York City|Pizza|New York pizza,Yes,Elevated classic NY slice shop; venue name garbled ('Finny') and uncertain
JDR-0336,G&R Deli,Deli,Italian,New York City,Bronx,USA,,One of the best meatballs I've ever had in my life; phenomenal,Positive,YouTube (Short),"Trying the viral Italian ice cream cone sandwich 📍G&R Deli, Bronx #sandwich #italiansandwich",https://www.youtube.com/watch?v=v6nqqpAsTXo,,2024-11-11,9,High,Yes,No,"viral Italian ice cream cone sandwich, never seen a sandwich like this",Italian ice cream cone meatball sandwich,Italian ice cream cone sandwich,,,New York City|Deli|Italian,Yes,Owner invented it from grandma's 50-year-old meatball recipe; homemade mozzarella
JDR-0341,Apollo Bagels,Cafe,Bagels,New York City,,USA,,"Perfect crunch, soft chewy inside; bagels elevated to Michelin level",Positive,YouTube (Short),Trying the new most hyped up bagel in NYC PT.1 #foodie #bagel #nycbagel #breakfast📍Apollo Bagels,https://www.youtube.com/watch?v=SeDT3X2Wte8,,2024-07-02,9,High,Yes,Yes,most hyped up new bagel shop in NYC,bagel with cream cheese,hand-spun freshly baked bagel,$15 bagels,$$,New York City|Cafe|Bagels,Yes,"Hand-rolled, boiled, baked to order; PT.1 video"
JDR-0342,Mama's Too,Sandwich Shop,Italian / Pizza,New York City,Upper West Side,USA,,So insanely good; chicken cutlet perfect crisp,Positive,YouTube (Short),"These are the best sandwiches in NYC   📍Mamas Too, NYC #sandwich #food #cutlet #sandwiches",https://www.youtube.com/watch?v=L1wDRsNyqfY,,2024-06-02,9,High,Yes,Yes,best sandwiches in all of New York,chicken cutlet chipotle mayo avocado sandwich,chicken cutlet chipotle mayo avocado sandwich (Wed & Sat only),,,New York City|Sandwich Shop|Italian / Pizza,Yes,"Owner Frankie 'the Italian Stallion'; homemade dough, imported cheese"
JDR-0344,Cuts & Slices,Pizza,Pizza,New York City,Brooklyn,USA,,Melts in your mouth; like finding life on a new planet,Positive,YouTube (Short),Trying the most unique pizza in the world #pizza #nycfood #pizzareels 📍Cuts & Slices,https://www.youtube.com/watch?v=aTl2MTVPwHs,,2024-03-28,9,High,No,Yes,"most unique pizza in the world, cultural Mecca","sweet chili oxtail pizza, jerk barbecue salmon",sweet chili oxtail pizza,,,New York City|Pizza|Pizza,Yes,Wild topping combos
JDR-0345,The Halal Guys,Street Food,Halal / Middle Eastern,New York City,Midtown Manhattan,USA,,Fantastic; the white sauce is like liquid crack,Positive,YouTube (Short),Trying the most famous Halal Cart in NYC #halal #nyc #food #gyro #nycfood #halalfood,https://www.youtube.com/watch?v=4ntN93HpbNQ,,2024-03-02,9,High,No,Yes,most famous Halal cart in NYC,"combo platter, gyro sandwich, white sauce",combo platter (gyro sandwich is the sleeper),,,New York City|Street Food|Halal / Middle Eastern,Yes,Business name not stated in transcript; identified as The Halal Guys from title/context
JDR-0351,Mama's Too,Sandwich Shop,Italian,New York City,Upper West Side,USA,,This is special; one of the best chicken cutlet sandwiches in NYC,Positive,YouTube (Short),Trying the viral mamas too sandwich #nyc #foodie,https://www.youtube.com/watch?v=-fYcxpwfKAc,,2023-08-31,9,High,Yes,Yes,one of the best chicken cutlet sandwiches in all of NYC,chicken cutlet vodka sandwich with pesto,chicken cutlet vodka sandwich,,,New York City|Sandwich Shop|Italian,Yes,Sells out in three hours; opening a West Village location
JDR-0360,Jack & Charlie's,Restaurant,American,New York City,,USA,,Prime rib grilled cheese was a gift from god; phenomenal duck meatloaf,Positive,YouTube (Short),Have you ever tried this?? #food #nycfood #nyc #grilledcheese,https://www.youtube.com/watch?v=p7WpUOGBHqw,,2022-09-19,9,High,No,No,your next favorite restaurant,"prime rib grilled cheese, duck meatloaf, bacon cheeseburger, cacio e pepe carbonara",prime rib grilled cheese,,,New York City|Restaurant|American,Yes,
JDR-0362,Astoria Seafood,Restaurant,Seafood,New York City,"Astoria, Queens",USA,,"One of the best seafood restaurants in New York; pick your fish from the market and they season and grill it. Fish is juicy and meaty, homemade tartar sauce incredible.",Positive,YouTube (Short),"Trying one of the best seafood restaurants in New York 📍Astoria Seafood, Queen￼",https://www.youtube.com/watch?v=AL3dPNwnrKA,,2026-05-18,9,High,No,Yes,one of the best seafood restaurants in all of New York,whole fried snapper; seasoned grilled lobster tail; soft shell crabs; scorpion fish; homemade tartar sauce,whole fried snapper; grilled lobster tail,,,New York City|Restaurant|Seafood,Yes,Fish market concept; Alberto runs the grill. Soft shell crabs only available a short season.
JDR-0366,Nieves Cortes,Dessert/Ice Cream,Mexican,New York City,"Bushwick, Brooklyn",USA,282 Knickerbocker Ave,Viral hand-spun Mexican ice cream (nieves) run by Fidel and family for 20 years. One of the most refreshing desserts in the world; mango and coconut are insane.,Positive,YouTube (Short),Trying the viral hand spun Mexican ice cream in NYC 📍Nieves Cortes 282 Knickerbocker Ave #food,https://www.youtube.com/watch?v=WaLzsWzvwYs,,2025-07-29,9,High,Yes,No,one of the most refreshing desserts in the entire world,mango nieves; coconut nieves,mango; coconut,,$,New York City|Dessert/Ice Cream|Mexican,Yes,"Three ingredients: fresh fruit, water, cane sugar. Each canister takes 2 hours of hand-spinning. Jack bought the next 50 ice creams for others."
JDR-0372,Peter Pan Donut & Pastry Shop,Bakery/Donut Shop,Donuts,New York City,"Greenpoint, Brooklyn",USA,,Some of the best donuts in New York; one of the only places still hand-making fresh donuts every morning. The apple fritter with homemade honey glaze is delicious and doughy.,Positive,YouTube (Short),"Trying what people say are the best donuts in NYC pt.1 📍Peter Pan Donuts, Brooklyn #donut #nyc",https://www.youtube.com/watch?v=uolNi8Kb-Gk,,2024-12-23,9,High,Yes,Yes,best donuts in all of New York,apple fritter donut with homemade honey glaze,apple fritter donut,,$,New York City|Bakery/Donut Shop|Donuts,Yes,Freddy has made donuts there over 30 years; secret family honey glaze.
JDR-0373,G&R Deli,Deli,Italian-American,New York City,The Bronx,USA,,"Best deli in the Bronx; like heaven on the weekends with fresh homemade mozzarella made daily, fresh meatballs, and a plethora of incredible sandwiches.",Positive,YouTube (Short),Trying the best deli in the Bronx 📍G&R Deli #food #deli #sandwiches,https://www.youtube.com/watch?v=Jh1GDPiNCMc,,2024-11-10,9,High,Yes,Yes,best deli in the Bronx; like Heaven on the weekends,fresh homemade mozzarella; meatballs; sandwiches,mozzarella sandwich,,$,New York City|Deli|Italian-American,Yes,House-made mozzarella every day.
JDR-0376,Birria-Landia,Food Truck,Mexican,New York City,Brooklyn,USA,,What people say are the best birria tacos in NYC. Meat melts apart and the consome is easily the most flavorful he's ever had.,Positive,YouTube (Short),Trying what people say are the best Birria tacos in NYC  PT.1📍Birria-Landia NYC #tacos,https://www.youtube.com/watch?v=njchHyf1sOo,,2024-09-19,9,High,No,Yes,best birria tacos in New York; most flavorful consome I've ever had,birria tacos; consome,birria tacos with consome,,$,New York City|Food Truck|Mexican,Yes,"Started by two brothers from Tijuana; over 2,000 tacos a day, meat braised 8 hours."
JDR-0377,4 Charles Prime Rib,Restaurant,American/Steakhouse,New York City,"West Village, Manhattan",USA,,Supposedly the best restaurant in NYC and one of the hardest reservations in the world. The $51 wagyu smash burger is easily a top-three burger he's ever had.,Positive,YouTube (Short),"Trying supposedly the best restaurant in NYC PT.1📍4 Charles Prime Rib, NYC #food #foodie #burger",https://www.youtube.com/watch?v=FpE-RRT352w,,2024-07-16,9,High,Yes,Yes,best restaurant in all of New York; one of the hardest reservations in the world,wagyu smash burger with farm egg,wagyu smash burger,wagyu smash burger $51; farm egg $4,$$$$,New York City|Restaurant|American/Steakhouse,Yes,Only nine tables; speakeasy 1920s prohibition-era feel.
JDR-0379,Mama's Too,Restaurant/Pizzeria,Italian-American,New York City,"Upper West Side, Manhattan",USA,,Best sandwich in NYC (part 2). The Philly cheesesteak with homemade Cooper sharp is amazing; the chicken cutlet bruschetta burrata sandwich is really good too.,Positive,YouTube (Short),This is the best sandwich in New York City Pt. 2📍Mamas Too #nyc #food #foodie #sandwich,https://www.youtube.com/watch?v=aRAZ98D1-bU,,2024-05-29,9,High,Yes,Yes,best sandwich in New York City,Philly cheesesteak with Cooper sharp; chicken cutlet bruschetta burrata sandwich,Philly cheesesteak,,$$,New York City|Restaurant/Pizzeria|Italian-American,Yes,Cheesesteak compared favorably with Angelo's; corner of the sandwich noted as very sharp.
JDR-0399,Santa Fe BK,Restaurant,New Mexican/Breakfast,New York City,Brooklyn,USA,,Maybe the best breakfast burrito in NYC. Imported Hatch Valley green chilies make it unique; redefined everything he thought he knew about burritos.,Positive,YouTube (Short),Yo this might be the best breakfast burrito in NYC #food #burrito #breakfast,https://www.youtube.com/watch?v=18zSIh8CgiM,,2022-10-04,9,High,No,Yes,best breakfast burrito in NYC/Brooklyn,breakfast burrito with Hatch green chilies,green chili breakfast burrito,,$,New York City|Restaurant|New Mexican/Breakfast,Yes,Imported green chilies from the Hatch Valley in southern New Mexico.
JDR-0400,Fette Sau,Restaurant,BBQ,New York City,"Williamsburg, Brooklyn",USA,,The best barbecue in New York; Texas BBQ but somehow even better. Been dreaming about the brisket since; get the chef's platter and make your own pulled pork sandwich.,Positive,YouTube (Short),"Texas bbq is out, NYC bbq is in #bbq #nyc #food #foodie #viral #foodporn",https://www.youtube.com/watch?v=2dbQ7a047xM,,2022-08-29,9,High,No,Yes,best barbecue in New York,brisket with espresso brown sugar dry rub; pulled pork sandwich; chef's platter,brisket; chef's platter,,$$,New York City|Restaurant|BBQ,Yes,Pit master perfected BBQ 20+ years in Memphis; brisket cooked low and slow 18 hours.
JDR-0030,Flushing pork burger vendor (New World Mall),Food Market,Chinese Pork Sandwich,New York City,"Flushing, Queens",USA,,"""a must for me""; flaky bread, juicy pork",Positive,YouTube (long-form),I Ate at NYC’s Biggest Asian Food Court,https://www.youtube.com/watch?v=-EWIbYsewrQ,07:21,2025-10-09,8,Medium,No,No,one of the best vendors in the entire market,Flushing burger with Chinese pork in flaky bread,Pork-stuffed flushing burger,,$,New York City|Food Market|Chinese Pork Sandwich,Yes,Hidden gem in the corner
JDR-0031,Chinese-Korean dumpling vendor (New World Mall),Food Market,Chinese-Korean Dumplings,New York City,"Flushing, Queens",USA,,"""a very unique fusion""; great value",Positive,YouTube (long-form),I Ate at NYC’s Biggest Asian Food Court,https://www.youtube.com/watch?v=-EWIbYsewrQ,08:41,2025-10-09,8,Medium,No,No,,Handmade dumplings with chili oil and vinegar,Handmade dumplings with chili oil and vinegar,$10,$,New York City|Food Market|Chinese-Korean Dumplings,Yes,15 dumplings for $10
JDR-0037,Shu Jiao Fu Zhou,Restaurant,Chinese (Fuzhou),New York City,Chinatown,USA,,"""way better with the spice""; massive plate",Positive,YouTube (long-form),What $100 In NYC's Chinatown Gets You!,https://www.youtube.com/watch?v=3tEsnya_uZs,05:27,2025-03-03,8,Medium,No,No,,Homemade peanut butter noodles,Peanut butter noodles (add chili oil),$3.50,$,New York City|Restaurant|Chinese (Fuzhou),Yes,Portion enough for two
JDR-0041,Alo Gym,Activity,,New York City,,USA,,"""the most exclusive gym in the world""",Positive,YouTube (long-form),We did over 1 Billion Views eating food!,https://www.youtube.com/watch?v=49PsuTbdvr0,00:45,2024-08-09,8,Medium,No,Yes,the most exclusive gym in the world,,,,,New York City|Activity|,Yes,Invite-only gym; trainer Kyle Hoffman. Not a food venue
JDR-0044,The Ocky Way,Deli,American deli / bodega,New York City,"Red Hook, Brooklyn",USA,,"""the most viral deli in the country""; this is fire",Positive,YouTube (long-form),We did over 1 Billion Views eating food!,https://www.youtube.com/watch?v=49PsuTbdvr0,10:45,2024-08-09,8,Medium,Yes,Yes,the most viral deli in America; wildest deli experience of my life,Chopped tuna sandwich the Ocky Way,Chopped tuna sandwich the Ocky Way,,$,New York City|Deli|American deli / bodega,Yes,Run by Rahim; celebrity magnet
JDR-0047,Ecuadorian charcoal-grill vendor (unnamed),Street Food,Ecuadorian Grilled Meats,New York City,Brooklyn,USA,,"""This is actually delicious. The chicken's super juicy""",Positive,YouTube (long-form),The Biggest Soccer Tournament In The World (Food Edition)!,https://www.youtube.com/watch?v=Q5-3ZpWtB8o,21:20,2026-06-30,8,Medium,No,No,,"Charcoal-grilled chicken, beef, chorizo, pork chops",Grilled chicken,,$,New York City|Street Food|Ecuadorian Grilled Meats,Yes,Impromptu unnamed vendor grilling on a shopping cart. Represents Ecuador
JDR-0105,Monsieur Vo,Restaurant,Vietnamese,New York City,,USA,,"The viral slow-braised beef shank, cooked 8 hours, painted in beef marrow butter and crisped, served with a sweet chili 'bomb sauce.' At $125 it better be good, and at 3 lb of falling-apart, off-the-charts juicy meat, it is.",Positive,YouTube (Short),"Trying the viral Vietnamese beef shank   📍Monsier Vo, NYC #food #mukbang #foodie",https://www.youtube.com/watch?v=sAgRjvbEQ4I,,2024-01-09,8,High,No,No,viral Vietnamese beef shank,slow-braised beef shank with bomb sauce,beef shank,$125 beef shank,$$$,New York City|Restaurant|Vietnamese,Yes,3 lb of meat; transcript renders 'Monsier Vo'/'Monero'.
JDR-0107,Bounce,Restaurant,Mediterranean / Grill,New York City,,USA,,"Best meat platter in New York, loaded with grilled seasonal vegetables, herb-crusted chicken, steak and lamb chop, with some of the best homemade sauces. A platter for five that he ate entirely himself.",Positive,YouTube (Short),The mecca of meat platters #nyc #food #foodie,https://www.youtube.com/watch?v=z1P74Le3MEw,,2022-10-13,8,High,No,Yes,best meat platter in New York City,"meat platter (grilled vegetables, herb-crusted chicken, steak, lamb chop)",meat platter for five,,,New York City|Restaurant|Mediterranean / Grill,Yes,Name transcribed as 'bounce'; platter for five.
JDR-0108,Marc's Off Madison,Restaurant,Italian / American,New York City,Madison,USA,,"A must for your next dinner. Chef Marc seasons a massive ribeye Florentine-style and delivers a culinary clinic - famous house-made lasagna loaded with bechamel, plus house-made turkey Reubens. Stab-worthy.",Positive,YouTube (Short),Have you ever seen a steak like this?? #nycfood #foodie #food,https://www.youtube.com/watch?v=RWpO53V_A5I,,2022-10-03,8,High,No,No,,ribeye Florentine; house-made lasagna; turkey Reuben,ribeye Florentine,,$$$,New York City|Restaurant|Italian / American,Yes,Described as a diner and Michelin-star restaurant having a baby.
JDR-0109,Ace's Pizza,Restaurant,Detroit-Style Pizza,New York City,,USA,,Serving the best Detroit-style pizza probably in the entire northern hemisphere; two years perfecting the dough gives every bite a soft inside and perfect crunch. The buffalo chicken pizza with homemade ranch is the star.,Positive,YouTube (Short),A Viking cut this pizza #pizza #nyc #nycfood,https://www.youtube.com/watch?v=V0bXoFm-l7M,,2022-08-23,8,High,No,Yes,best Detroit style pizza probably in the entire northern hemisphere,buffalo chicken pizza with homemade ranch; bacon cheese bread,buffalo chicken pizza,,$$,New York City|Restaurant|Detroit-Style Pizza,Yes,Chef cuts pizza with a Viking axe; city NYC inferred from #nyc hashtag.
JDR-0121,Pop,Bakery,Bakery / Pastry,New York City,,USA,,"New York's newest bakery, run by Chef Juan, a two-Michelin-star pastry chef from Korea. Beautiful bread worked into every part of the menu and sandwiches, but the most underrated is the warm gooey chocolate chip cookie - the best in the city.",Positive,YouTube (Short),Wait till the end for the gooiest cookie you’ll ever see #nyc #cookie #bread,https://www.youtube.com/watch?v=THHF8MU_iFY,,2022-12-06,8,High,No,Yes,most underrated warm gooey chocolate chip cookie in the city; gooiest cookie,chocolate chip cookie; French baguette; bread sandwiches,chocolate chip cookie,,,New York City|Bakery|Bakery / Pastry,Yes,Bakery name transcribed as 'pop'; two-Michelin-star pastry chef from Korea.
JDR-0122,Cutlets,Sandwich Shop,Italian-American / Sandwiches,New York City,,USA,,A sandwich shop bold enough to be named Cutlets - and it delivers. The vodka pesto sandwich with fresh knots and basil is heaven on a seeded roll; better than Faicco's.,Positive,YouTube (Short),Who’s this women in the back?? #cutlets #sandwich #foodie,https://www.youtube.com/watch?v=UFahStW7aoU,,2022-11-21,8,High,No,No,better cutlet sandwich than Faicco's,vodka pesto sandwich,vodka pesto sandwich,,$,New York City|Sandwich Shop|Italian-American / Sandwiches,Yes,"City NYC inferred (references Faicco's, an NYC shop)."
JDR-0129,Ottomanelli & Sons Prime Meats,Butcher shop / Restaurant,Steakhouse / American,New York City,,USA,,"NYC's oldest butcher shop serving some of the best steaks in the city; one of the most unique dining experiences he's ever seen, with cuts sawed and cooked to order in cast iron with garlic butter.",Positive,YouTube (Short),Trying one of the oldest and most unique butcher shops in NYC 📍Ottomanelli & Sons Prime Meats,https://www.youtube.com/watch?v=x1RspVHy38Q,,2025-06-04,8,High,No,Yes,one of the most unique dining experiences I've ever seen; the crust on this steak is unbelievable,Bone-in porterhouse steak; bone-in ribeye; house burger (ground from their steaks),Bone-in porterhouse steak,,$$$,New York City|Butcher shop / Restaurant|Steakhouse / American,Yes,Meat from a local cattle farm running five generations. Burger hand-made from ground steak; verdict on burger was mixed ('don't know if it's the best').
JDR-0140,Soothr,Restaurant (takeout),Thai,New York City,,USA,,"Supposedly the best takeout Thai food in New York; head chef Pop grew up cooking Thai street food in Bangkok, and the Bangkok-style pad see ew noodles and pad thai are standouts.",Positive,YouTube (Short),Trying some of the best take-out Thai food in NYC 📍Soothr #nyc #foodie #grubhubpartner #thaifood,https://www.youtube.com/watch?v=4KIaqHcT5qg,,2024-07-28,8,High,No,Yes,supposedly the best takeout Thai food in New York,Bangkok-style pad see ew noodles; shrimp pad thai; kon chae shrimp curry,Bangkok-style noodles,$200 (ordered spread on GrubHub),$$,New York City|Restaurant (takeout)|Thai,Yes,"Grubhub-partner sponsored. Chef Pop, learned from his mom in Bangkok."
JDR-0145,Gotham Burger (Gotham Street Burger),Restaurant,American (smash burgers),New York City,,USA,,"Supposedly the best smash burger in all of NYC; owner Mike spent nearly 9 years perfecting it, with a huge cult following, caramelized crispy onions smashed in and a river of juices, all for $11.",Positive,YouTube (Short),Trying supposedly one of the best smash burgers in NYC 📍Gotham Burger #food #burgers #foodie,https://www.youtube.com/watch?v=sX9j0qXb23c,,2024-01-30,8,High,No,Yes,supposedly the best Smash Burger in all of New York City; one of the biggest cult followings I've ever seen,"Smash burger (two prime patties, onions smashed in, secret mop sauce, seared bun)",Smash burger,$11 (burger),$,New York City|Restaurant|American (smash burgers),Yes,Started as a popup with 5-hour lines. Called a money deal at $11 in NYC.
JDR-0150,Au Cheval,Restaurant,American (burgers),New York City,,USA,,"Arguably the most popular burger in NYC; two patties, cheddar, thick-cut bacon, garlic aioli, pickles and a fried egg, intimidating in stature but good for your soul.",Positive,YouTube (Short),"Trying NYCs most viral burger 📍Au Cheval, NYC #burger #food",https://www.youtube.com/watch?v=QnynoLjoZ9Y,,2023-09-20,8,High,No,Yes,arguably the most popular Burger in New York City,"Double cheeseburger (cheddar, thick-cut bacon, garlic aioli, pickles, fried egg)",Cheeseburger,$32 (burger),$$$,New York City|Restaurant|American (burgers),Yes,"Transcript garbles name as 'Austria ball'; title says Au Cheval, NYC."
JDR-0170,Salt Hank,Sandwich Shop,Sandwiches,New York City,,USA,,This might beat the Italian beef; New York French dip put to the test.,Positive,YouTube (Short),"Trying NYC’s best new sandwich with @john summit ! 📍@salt_hank  , NYC #frenchdip  #sandwich",https://www.youtube.com/watch?v=GIWFGs48K_c,,2025-10-03,8,Medium,No,Yes,supposedly the best new sandwich in the city,French dip sandwich,French dip sandwich,,,New York City|Sandwich Shop|Sandwiches,Yes,Salt Hank's shop sells only the French dip; sells out in ~3 hours daily. Featured with John Summit.
JDR-0178,Mei Lai Wah,Restaurant,Chinese,New York City,Chinatown,USA,,They're three for three. The bun game is top at Mei Lai Wah.,Positive,YouTube (Short),Trying the most famous dish in Chinatown PT.2 #nyc #chinatown #chinesefood #dumplings 📍Mei Lai Wah,https://www.youtube.com/watch?v=cARYsu1qBcE,,2024-12-18,8,Medium,Yes,No,most famous dish in Chinatown; bun game is top,steamed roast pork bun; coconut dessert bun,roast pork bun,,,New York City|Restaurant|Chinese,Yes,Buns made fresh in the back daily.
JDR-0181,"Sal, Kris & Charlie's",Deli,Italian,New York City,Queens,USA,,A great Italian sandwich; a special occasion sandwich you do once in a blue moon.,Positive,YouTube (Short),"Trying what people say is the best Italian sandwich in NYC 📍Sal, Kris & Charlie’s #sandwich #nyc",https://www.youtube.com/watch?v=gDJRS1D6qB8,,2024-08-19,8,Medium,No,Yes,best Italian sandwich in all of New York; biggest sandwich I've ever seen,The Bomb - seven meats and two cheeses with cherry peppers and onions,The Bomb,$19.99,$$,New York City|Deli|Italian,Yes,Open since 1940; sandwich could feed a family of 10.
JDR-0187,,Deli,Jewish Deli / Pastrami,New York City,,USA,,Not sure I've ever had meat this tender; it's amazing.,Positive,YouTube (Short),Trying the most famous sandwich in NYC PT.2 #nycdeli #pastrami #sandwiches #food #nycfood,https://www.youtube.com/watch?v=GsP1QnupeLs,,2024-03-13,8,Medium,No,Yes,most famous sandwich in NYC,Reuben sandwich; pastrami on rye with mustard; pickles,Reuben sandwich,$35 Reuben,$$$,New York City|Deli|Jewish Deli / Pastrami,Yes,Deli making pastrami for 150 years; every order comes with pickles. Venue name not stated in transcript/title.
JDR-0189,,Restaurant,Italian,New York City,,USA,,The most famous lasagna in all of New York.,Positive,YouTube (Short),Trying supposedly the best lasagna in NYC #food #pasta #mukbang,https://www.youtube.com/watch?v=NmMLL3Y46ro,,2024-01-22,8,Medium,No,Yes,most famous lasagna in all of New York,"lasagna with 4-hour bolognese, homemade bechamel, parmesan, vodka sauce, pesto",the lasagna,,,New York City|Restaurant|Italian,Yes,Fresh pasta so thin you can read through it. Venue name not stated in transcript/title.
JDR-0199,Arthur & Sons,Restaurant,Italian,New York City,,USA,,Some of the best Italian food in the city with the most unreal dinner vibes.,Positive,YouTube (Short),This dinner got out of hand,https://www.youtube.com/watch?v=504N-rcquKo,,2022-10-31,8,Medium,Yes,No,some of the best Italian food in the city,spicy rigatoni; mushroom truffle pasta; grandma style chicken parm,spicy rigatoni,,,New York City|Restaurant|Italian,Yes,Owner Joe makes it rain with parmesan; great dinner vibes.
JDR-0200,Nam King,Restaurant,Pakistani,New York City,,USA,,This thing was insane. You have to try it.,Positive,YouTube (Short),Pakistani chicken sandwich?? 😋😋 #yummy #nyc #food,https://www.youtube.com/watch?v=fBmZ8-piSVY,,2022-10-11,8,Medium,No,No,,Nashville hot chicken sandwich with tikka sauce and mint chutney on brioche,Pakistani hot chicken sandwich,,,New York City|Restaurant|Pakistani,Yes,Nashville-style hot chicken with Pakistani flavors.
JDR-0212,Hamburger America,Restaurant,Burgers,New York City,,USA,,Phenomenal (with his hot honey ketchup added),Positive,YouTube (Short),Trying the most famous smash burger in America with Glen Powell 📍Hamburger America #food #burger,https://www.youtube.com/watch?v=zen8JovRtv8,,2025-04-27,8,High,No,Yes,most famous smash burger in America,fried onion Oklahoma burger,Oklahoma fried onion burger,,,New York City|Restaurant|Burgers,Yes,"Run by George Motz; visited with Glen Powell; no sauce on burgers, Jack added Smash Kitchen hot honey ketchup"
JDR-0217,Mei Lai Wah,Restaurant,Chinese,New York City,Chinatown,USA,,This is delicious and for $3.50 a great deal,Positive,YouTube (Short),Trying the most famous dish in Chinatown PT.1 #nyc #chinatown #chinesefood 📍Mei Lai Wah,https://www.youtube.com/watch?v=_0M16zOrjl0,,2024-12-17,8,Medium,Yes,Yes,most famous dish in all of Chinatown,pineapple roast pork bun,pineapple roast pork bun,$3.50 per bun,$,New York City|Restaurant|Chinese,Yes,"Family-run; grandma's roast pork recipe; over 2,000 buns a day"
JDR-0220,Hawksmoor,Restaurant,Burgers / Steakhouse,New York City,,USA,,"The bun is perfect; adds an entire level of richness, so soft and juicy",Positive,YouTube (Short),"Best new burger in NYC? 📍Hawksmoor, NYC #burger #bigmac #mcdonalds #cheeseburger",https://www.youtube.com/watch?v=wFyddlo27Fw,,2024-10-03,8,Medium,Yes,Yes,best new burger in New York,burger with bone marrow inside,burger,$25,$$,New York City|Restaurant|Burgers / Steakhouse,Yes,Chef Craig from London; first time seeing bone marrow inside a burger; house-made bun; like an elevated Big Mac
JDR-0223,Nuts Factory,Dessert,Chocolate,New York City,,USA,,Way better than I thought; the hype-worthy Dubai chocolate bar hits,Positive,YouTube (Short),"First time trying the viral Dubai chocolate bar 📍Nuts Factory, NYC #chocolate #dessert #food",https://www.youtube.com/watch?v=0xS89ZGJtBc,,2024-08-08,8,Medium,No,No,most viral thing on the internet,"viral Dubai chocolate bar (pistachio cream, kataifi, Belgian chocolate)",Dubai chocolate bar,,,New York City|Dessert|Chocolate,Yes,Only place in NY that makes it; over a thousand a day; one per customer policy
JDR-0226,Lucia Pizza of SoHo,Pizza,Pizza,New York City,SoHo,USA,,The vodka slice is fire; this dough is phenomenal,Positive,YouTube (Short),Trying the hottest new pizza in NYC Pt.1📍Lucia of SoHo #pizza #foodie #nycpizza #pizzalover,https://www.youtube.com/watch?v=2TS39DFhGD0,,2024-05-21,8,High,No,No,one of the most hyped up new pizza shops in New York,"vodka slice, pepperoni slice with jalapenos and hot honey",vodka slice,,,New York City|Pizza|Pizza,Yes,45-year-old family vodka recipe; fresh dough to order
